timestamp,date,category,headline,severity,severity_score,impact_score,price_impact_bps,market_context,affected_regions,duration_days,source,source_reliability,verified,is_related,gpr_level
2020-02-06 12:17:46,2020-02-06,infrastructure,Refinery outage reduces crude demand in Strait of Hormuz,moderate,2,0.4788,39.7,Reduces crude intake temporarily,"[np.str_('US Gulf Coast'), np.str_('Middle East'), np.str_('North Sea')]",4,market_calibrated_advanced,0.87,True,True,160.0
2020-02-06 12:17:57,2020-02-06,infrastructure,New pipeline capacity comes online in North Africa,moderate,2,0.897,106.6,Improves supply chain efficiency,"[np.str_('North Sea'), np.str_('US Gulf Coast'), np.str_('Middle East')]",6,market_calibrated_advanced,0.73,True,False,200.0
2020-02-07 05:01:19,2020-02-07,infrastructure,Major pipeline maintenance reduces Asia Pacific flows by 858,moderate,2,0.831,54.4,Temporary but planned supply reduction,"[np.str_('US Gulf Coast'), np.str_('North Sea'), np.str_('Middle East')]",12,market_calibrated_advanced,0.99,True,False,200.0
2020-02-07 11:46:00,2020-02-07,geopolitical_tension,Strategic reserve release coordinated by {alliance},critical,4,1.0,96.0,Temporary supply increase to calm markets,"[np.str_('Asia Pacific'), np.str_('Global')]",30,market_calibrated_advanced,0.85,True,False,200.0
2020-02-09 04:04:18,2020-02-09,inventory_report,China crude inventories show lower trend,high,3,0.513,79.3,Indicates demand trajectory in largest importer,"[np.str_('US Gulf Coast'), np.str_('Global')]",3,market_calibrated_advanced,0.97,True,False,200.0
2020-02-09 20:39:39,2020-02-09,inventory_report,Cushing storage levels approach operational minimum,high,3,0.663,55.1,Delivery point concerns for WTI contract,"[np.str_('Global'), np.str_('US Gulf Coast')]",3,market_calibrated_advanced,0.83,True,False,200.0
2020-02-10 04:58:09,2020-02-10,production_policy,Kuwait announces voluntary production cut extension,critical,4,1.0,249.3,Tightens supply outlook,"[np.str_('Middle East'), np.str_('Global')]",39,market_calibrated_advanced,0.86,True,False,200.0
2020-02-11 11:43:35,2020-02-11,infrastructure,Port congestion delays 37 tankers at Basra,high,3,0.88,84.7,Logistical bottleneck affecting deliveries,[np.str_('Middle East')],4,market_calibrated_advanced,0.9,True,False,200.0
2020-02-12 08:09:51,2020-02-12,production_policy,OPEC+ agrees to adjust production by 1035 kb/d,critical,4,1.0,261.3,Direct impact on global supply-demand balance,"[np.str_('Global'), np.str_('Middle East')]",59,market_calibrated_advanced,0.73,True,False,200.0
2020-02-12 10:21:25,2020-02-12,inventory_report,China crude inventories show higher trend,high,3,0.59,31.3,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",4,market_calibrated_advanced,0.85,True,False,200.0
2020-02-13 17:29:37,2020-02-13,inventory_report,Cushing storage levels approach operational minimum,high,3,0.538,22.9,Delivery point concerns for WTI contract,"[np.str_('US Gulf Coast'), np.str_('Global')]",3,market_calibrated_advanced,0.75,True,False,200.0
2020-02-14 14:07:33,2020-02-14,inventory_report,EIA reports unchanged crude inventory of 1362M barrels,moderate,2,0.61,40.3,Weekly fundamental data point,"[np.str_('US Gulf Coast'), np.str_('Global')]",3,market_calibrated_advanced,0.96,True,False,200.0
2020-02-16 03:25:57,2020-02-16,military_conflict,Missile attack on European Union port facility,extreme,5,1.0,215.9,Direct damage to export infrastructure,"[np.str_('North Africa'), np.str_('Middle East')]",15,market_calibrated_advanced,0.71,True,False,198.0
2020-02-16 05:26:39,2020-02-16,military_conflict,Missile attack on UAE port facility,extreme,5,0.7,201.1,Direct damage to export infrastructure,[np.str_('North Africa')],4,market_calibrated_advanced,0.75,True,True,159.0
2020-02-16 20:43:34,2020-02-16,production_policy,Iran output disrupted by weather at Ghawar,high,3,1.0,255.6,Temporary supply reduction,"[np.str_('Middle East'), np.str_('Global')]",58,market_calibrated_advanced,0.93,True,False,198.0
2020-02-18 01:52:08,2020-02-18,geopolitical_tension,Diplomatic tensions escalate between Iran and Iraq,high,3,0.947,146.9,Risk premium increases on supply disruption fears,[np.str_('Middle East')],13,market_calibrated_advanced,0.91,True,False,199.0
2020-02-19 09:38:16,2020-02-19,infrastructure,Major pipeline maintenance reduces Caspian Region flows by 1346,moderate,2,0.946,47.0,Temporary but planned supply reduction,"[np.str_('Middle East'), np.str_('North Sea'), np.str_('US Gulf Coast')]",8,market_calibrated_advanced,0.97,True,False,200.0
2020-02-19 11:14:58,2020-02-19,sanctions,US imposes new sanctions on European Union oil sector,critical,4,1.0,155.5,"Tightens global supply, redirects trade flows",[np.str_('Global')],40,market_calibrated_advanced,0.71,True,False,200.0
2020-02-20 20:43:56,2020-02-20,inventory_report,China crude inventories show lower trend,high,3,0.674,21.7,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",4,market_calibrated_advanced,0.93,True,False,200.0
2020-02-21 12:33:24,2020-02-21,trade_flow_disruption,Insurance premiums surge for US Gulf Coast tanker transits,critical,4,1.0,89.9,"Increases shipping costs, may deter voyages","[np.str_('Red Sea'), np.str_('South China Sea'), np.str_('Strait of Hormuz')]",9,market_calibrated_advanced,0.77,True,False,200.0
2020-02-21 19:57:48,2020-02-21,trade_flow_disruption,Tanker tracking shows higher flows to Saudi Arabia,moderate,2,0.5704999999999999,90.3,Indicates trade pattern shifts,"[np.str_('Strait of Hormuz'), np.str_('South China Sea'), np.str_('Red Sea')]",12,market_calibrated_advanced,0.91,True,True,160.0
2020-02-23 17:05:36,2020-02-23,production_policy,Libya output disrupted by power outage at Zuluf,high,3,1.0,138.5,Temporary supply reduction,[np.str_('Middle East')],54,market_calibrated_advanced,0.72,True,False,199.0
2020-02-24 12:34:47,2020-02-24,inventory_report,Cushing storage levels approach operational minimum,high,3,0.651,40.7,Delivery point concerns for WTI contract,"[np.str_('US Gulf Coast'), np.str_('Global')]",2,market_calibrated_advanced,0.71,True,False,200.0
2020-02-24 22:41:09,2020-02-24,inventory_report,China crude inventories show lower trend,high,3,0.548,94.4,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",4,market_calibrated_advanced,0.92,True,False,200.0
2020-02-25 03:58:34,2020-02-25,infrastructure,New pipeline capacity comes online in Asia Pacific,moderate,2,0.813,101.5,Improves supply chain efficiency,[np.str_('North Sea')],4,market_calibrated_advanced,0.71,True,False,200.0
2020-02-25 10:26:02,2020-02-25,inventory_report,Cushing storage levels approach operational minimum,high,3,0.594,95.5,Delivery point concerns for WTI contract,"[np.str_('US Gulf Coast'), np.str_('Global')]",1,market_calibrated_advanced,0.71,True,False,200.0
2020-02-26 07:45:24,2020-02-26,sanctions,Sanctions waiver negotiations for USA oil exports,critical,4,1.0,222.8,Potential for supply increase if granted,[np.str_('Global')],31,market_calibrated_advanced,0.93,True,False,200.0
2020-02-26 21:53:52,2020-02-26,geopolitical_tension,Energy security summit addresses Global supply concerns,high,3,0.992,40.2,Coordinated response to supply risks,"[np.str_('Middle East'), np.str_('Asia Pacific'), np.str_('Global')]",6,market_calibrated_advanced,0.7,False,False,200.0
2020-02-27 00:12:51,2020-02-27,trade_flow_disruption,Port restrictions impact Saudi Arabia crude exports,critical,4,1.0,110.5,Physical supply bottleneck,"[np.str_('South China Sea'), np.str_('Strait of Hormuz')]",9,market_calibrated_advanced,0.76,True,False,200.0
2020-02-28 06:10:19,2020-02-28,military_conflict,Naval incident near Suez Canal shipping lane,extreme,5,1.0,949.0,Risk to major transit chokepoint,"[np.str_('Middle East'), np.str_('Strait of Hormuz')]",18,market_calibrated_advanced,0.84,True,False,200.0
2020-02-29 11:19:23,2020-02-29,trade_flow_disruption,Shipping lane disruption near Strait of Hormuz,extreme,5,1.0,112.9,"Forces rerouting, increases transit times","[np.str_('South China Sea'), np.str_('Red Sea'), np.str_('Strait of Hormuz')]",19,market_calibrated_advanced,0.71,True,False,200.0
2020-02-29 20:14:32,2020-02-29,trade_flow_disruption,Tanker tracking shows higher flows to China,high,3,1.0,161.2,Indicates trade pattern shifts,"[np.str_('South China Sea'), np.str_('Strait of Hormuz')]",5,market_calibrated_advanced,0.89,True,False,200.0
2020-03-03 10:36:46,2020-03-03,infrastructure,New pipeline capacity comes online in US Gulf Coast,low,1,0.9,66.9,Improves supply chain efficiency,[np.str_('North Sea')],5,market_calibrated_advanced,0.91,True,False,199.0
2020-03-05 15:13:52,2020-03-05,trade_flow_disruption,Shipping lane disruption near Malacca Strait,extreme,5,1.0,208.3,"Forces rerouting, increases transit times",[np.str_('South China Sea')],18,market_calibrated_advanced,0.8,True,False,200.0
2020-03-05 22:07:49,2020-03-05,infrastructure,New pipeline capacity comes online in Caspian Region,moderate,2,0.903,88.4,Improves supply chain efficiency,[np.str_('US Gulf Coast')],5,market_calibrated_advanced,0.75,True,False,200.0
2020-03-06 12:40:22,2020-03-06,sanctions,Sanctions waiver negotiations for Iraq oil exports,critical,4,1.0,321.5,Potential for supply increase if granted,[np.str_('Middle East')],89,market_calibrated_advanced,0.89,True,False,200.0
2020-03-07 14:42:47,2020-03-07,inventory_report,EIA reports higher crude inventory of 1256M barrels,moderate,2,0.673,61.5,Weekly fundamental data point,"[np.str_('US Gulf Coast'), np.str_('Global')]",3,market_calibrated_advanced,0.92,True,False,200.0
2020-03-07 18:33:13,2020-03-07,inventory_report,China crude inventories show higher trend,moderate,2,0.3262,73.4,Indicates demand trajectory in largest importer,[np.str_('US Gulf Coast')],1,market_calibrated_advanced,0.9,True,True,160.0
2020-03-08 01:34:06,2020-03-08,inventory_report,China crude inventories show lower trend,high,3,0.607,34.3,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",1,market_calibrated_advanced,0.83,True,False,200.0
2020-03-08 12:41:46,2020-03-08,military_conflict,Military escalation near Caspian Region oil facilities,extreme,5,1.0,744.9,Threatens regional production and transit,[np.str_('Middle East')],29,market_calibrated_advanced,0.95,True,False,200.0
2020-03-08 18:35:38,2020-03-08,military_conflict,Drone attack targets Libya oil infrastructure,critical,4,0.7,271.9,"Immediate supply risk, insurance premiums spike",[np.str_('Strait of Hormuz')],12,market_calibrated_advanced,0.89,True,True,160.0
2020-03-09 01:04:43,2020-03-09,geopolitical_tension,Trade negotiations impact Middle East energy imports,high,3,0.917,218.8,Trade policy uncertainty affects flows,[np.str_('Global')],31,market_calibrated_advanced,0.9,True,False,200.0
2020-03-10 08:20:01,2020-03-10,infrastructure,Refinery outage reduces crude demand in North Africa,moderate,2,0.5551,84.2,Reduces crude intake temporarily,[np.str_('North Sea')],11,market_calibrated_advanced,0.79,True,True,160.0
2020-03-10 18:39:53,2020-03-10,infrastructure,Refinery outage reduces crude demand in Strait of Hormuz,high,3,0.951,43.9,Reduces crude intake temporarily,[np.str_('Middle East')],5,market_calibrated_advanced,0.86,True,False,200.0
2020-03-11 01:22:18,2020-03-11,production_policy,OPEC+ output disrupted by weather at Burgan,high,3,0.7,131.0,Temporary supply reduction,"[np.str_('Global'), np.str_('Middle East')]",37,market_calibrated_advanced,0.93,True,True,160.0
2020-03-11 06:39:16,2020-03-11,infrastructure,New pipeline capacity comes online in Strait of Hormuz,moderate,2,0.859,80.2,Improves supply chain efficiency,"[np.str_('Middle East'), np.str_('North Sea'), np.str_('US Gulf Coast')]",5,market_calibrated_advanced,0.9,True,False,200.0
2020-03-11 06:51:13,2020-03-11,sanctions,OFAC issues new compliance guidance for oil transactions,high,3,1.0,162.6,Increases compliance costs and due diligence,"[np.str_('Caspian Region'), np.str_('Global'), np.str_('Middle East')]",87,market_calibrated_advanced,0.75,True,False,200.0
2020-03-11 12:52:33,2020-03-11,production_policy,OPEC+ agrees to adjust production by 1559 kb/d,critical,4,1.0,175.0,Direct impact on global supply-demand balance,[np.str_('Middle East')],14,market_calibrated_advanced,0.85,True,False,200.0
2020-03-12 09:12:48,2020-03-12,inventory_report,Cushing storage levels approach operational minimum,high,3,0.525,89.2,Delivery point concerns for WTI contract,[np.str_('US Gulf Coast')],1,market_calibrated_advanced,0.79,True,False,200.0
2020-03-12 12:20:52,2020-03-12,infrastructure,Port congestion delays 17 tankers at Rotterdam,high,3,0.896,22.7,Logistical bottleneck affecting deliveries,[np.str_('Middle East')],2,market_calibrated_advanced,0.85,True,False,200.0
2020-03-13 12:50:23,2020-03-13,trade_flow_disruption,Tanker tracking shows higher flows to OPEC+,high,3,1.0,168.1,Indicates trade pattern shifts,[np.str_('South China Sea')],5,market_calibrated_advanced,0.92,True,False,200.0
2020-03-13 14:31:47,2020-03-13,trade_flow_disruption,Tanker tracking shows lower flows to Iran,moderate,2,0.6818,228.9,Indicates trade pattern shifts,"[np.str_('Red Sea'), np.str_('South China Sea'), np.str_('Strait of Hormuz')]",19,market_calibrated_advanced,0.81,True,True,160.0
2020-03-14 00:55:02,2020-03-14,trade_flow_disruption,Shipping lane disruption near Malacca Strait,extreme,5,1.0,224.5,"Forces rerouting, increases transit times","[np.str_('South China Sea'), np.str_('Red Sea'), np.str_('Strait of Hormuz')]",9,market_calibrated_advanced,0.83,True,False,200.0
2020-03-14 07:58:13,2020-03-14,geopolitical_tension,Trade negotiations impact North Africa energy imports,high,3,0.995,62.8,Trade policy uncertainty affects flows,"[np.str_('Global'), np.str_('Asia Pacific')]",29,market_calibrated_advanced,0.77,True,False,200.0
2020-03-14 13:38:26,2020-03-14,trade_flow_disruption,Port restrictions impact Saudi Arabia crude exports,critical,4,1.0,234.4,Physical supply bottleneck,[np.str_('Red Sea')],4,market_calibrated_advanced,0.87,False,False,200.0
2020-03-14 20:07:45,2020-03-14,geopolitical_tension,Energy security summit addresses Caspian Region supply concerns,moderate,2,0.4920999999999999,190.8,Coordinated response to supply risks,"[np.str_('Middle East'), np.str_('Global')]",44,market_calibrated_advanced,0.9,True,True,160.0
2020-03-15 04:37:20,2020-03-15,infrastructure,Refinery outage reduces crude demand in US Gulf Coast,high,3,0.951,137.9,Reduces crude intake temporarily,"[np.str_('Middle East'), np.str_('North Sea'), np.str_('US Gulf Coast')]",6,market_calibrated_advanced,0.89,True,False,200.0
2020-03-16 04:35:05,2020-03-16,trade_flow_disruption,Insurance premiums surge for West Africa tanker transits,critical,4,1.0,73.5,"Increases shipping costs, may deter voyages","[np.str_('Red Sea'), np.str_('Strait of Hormuz')]",6,market_calibrated_advanced,0.85,True,False,200.0
2020-03-16 09:49:02,2020-03-16,trade_flow_disruption,Insurance premiums surge for Global tanker transits,critical,4,1.0,179.1,"Increases shipping costs, may deter voyages","[np.str_('South China Sea'), np.str_('Red Sea'), np.str_('Strait of Hormuz')]",15,market_calibrated_advanced,0.95,True,False,200.0
2020-03-16 22:48:54,2020-03-16,inventory_report,Floating storage levels unchanged off Global,high,3,0.564,70.9,Signal of market contango/backwardation,"[np.str_('Global'), np.str_('US Gulf Coast')]",1,market_calibrated_advanced,0.77,True,False,200.0
2020-03-17 12:05:43,2020-03-17,trade_flow_disruption,Port restrictions impact Venezuela crude exports,critical,4,1.0,68.7,Physical supply bottleneck,[np.str_('Strait of Hormuz')],11,market_calibrated_advanced,0.89,True,False,200.0
2020-03-18 06:21:48,2020-03-18,inventory_report,EIA reports lower crude inventory of 672M barrels,low,1,0.2975,32.1,Weekly fundamental data point,"[np.str_('US Gulf Coast'), np.str_('Global')]",1,market_calibrated_advanced,0.77,True,True,160.0
2020-03-18 16:18:50,2020-03-18,inventory_report,Cushing storage levels approach operational minimum,high,3,0.584,40.8,Delivery point concerns for WTI contract,[np.str_('US Gulf Coast')],1,market_calibrated_advanced,0.99,True,False,200.0
2020-03-19 03:45:51,2020-03-19,geopolitical_tension,Strategic reserve release coordinated by {alliance},critical,4,1.0,52.5,Temporary supply increase to calm markets,"[np.str_('Middle East'), np.str_('Asia Pacific'), np.str_('Global')]",26,market_calibrated_advanced,0.96,True,False,200.0
2020-03-19 05:38:51,2020-03-19,geopolitical_tension,Diplomatic tensions escalate between Russia and Libya,high,3,0.5684,152.1,Risk premium increases on supply disruption fears,[np.str_('Global')],27,market_calibrated_advanced,0.73,True,True,160.0
2020-03-20 00:54:07,2020-03-20,inventory_report,Floating storage levels lower off West Africa,high,3,0.639,83.5,Signal of market contango/backwardation,"[np.str_('Global'), np.str_('US Gulf Coast')]",1,market_calibrated_advanced,0.83,True,False,200.0
2020-03-20 05:57:30,2020-03-20,inventory_report,Floating storage levels lower off Caspian Region,moderate,2,0.2828,63.3,Signal of market contango/backwardation,"[np.str_('US Gulf Coast'), np.str_('Global')]",3,market_calibrated_advanced,0.7,True,True,160.0
2020-03-21 00:19:15,2020-03-21,geopolitical_tension,Diplomatic tensions escalate between Russia and China,critical,4,0.984,221.1,Risk premium increases on supply disruption fears,"[np.str_('Global'), np.str_('Middle East')]",38,market_calibrated_advanced,0.7,True,False,200.0
2020-03-21 12:14:17,2020-03-21,geopolitical_tension,Trade negotiations impact Red Sea energy imports,moderate,2,0.5215,165.9,Trade policy uncertainty affects flows,"[np.str_('Middle East'), np.str_('Global')]",37,market_calibrated_advanced,0.87,True,True,160.0
2020-03-21 14:43:43,2020-03-21,production_policy,OPEC+ agrees to adjust production by 1695 kb/d,critical,4,1.0,140.8,Direct impact on global supply-demand balance,[np.str_('Middle East')],15,market_calibrated_advanced,0.85,True,False,200.0
2020-03-22 02:40:58,2020-03-22,production_policy,Non-OPEC production growth revised higher,moderate,2,0.7,89.9,Shifts market share expectations,"[np.str_('Global'), np.str_('Middle East')]",20,market_calibrated_advanced,0.71,True,True,160.0
2020-03-22 02:43:32,2020-03-22,inventory_report,China crude inventories show higher trend,high,3,0.606,87.1,Indicates demand trajectory in largest importer,[np.str_('Global')],1,market_calibrated_advanced,0.97,True,False,200.0
2020-03-22 19:44:06,2020-03-22,production_policy,European Union output disrupted by technical issues at Burgan,critical,4,1.0,161.1,Temporary supply reduction,"[np.str_('Global'), np.str_('Middle East')]",20,market_calibrated_advanced,0.79,True,False,200.0
2020-03-23 03:21:11,2020-03-23,inventory_report,Cushing storage levels approach operational minimum,high,3,0.533,33.6,Delivery point concerns for WTI contract,"[np.str_('US Gulf Coast'), np.str_('Global')]",1,market_calibrated_advanced,0.78,True,False,200.0
2020-03-23 12:48:34,2020-03-23,trade_flow_disruption,Shipping lane disruption near Bab el-Mandeb,extreme,5,1.0,121.1,"Forces rerouting, increases transit times","[np.str_('Strait of Hormuz'), np.str_('Red Sea')]",10,market_calibrated_advanced,0.78,True,False,200.0
2020-03-24 12:45:44,2020-03-24,geopolitical_tension,Diplomatic tensions escalate between Iran and India,critical,4,0.957,203.6,Risk premium increases on supply disruption fears,"[np.str_('Middle East'), np.str_('Asia Pacific'), np.str_('Global')]",5,market_calibrated_advanced,0.78,True,False,200.0
2020-03-24 17:01:03,2020-03-24,geopolitical_tension,Energy security summit addresses Caspian Region supply concerns,moderate,2,0.6236999999999999,163.4,Coordinated response to supply risks,[np.str_('Global')],34,market_calibrated_advanced,0.81,True,True,160.0
2020-03-25 20:01:28,2020-03-25,infrastructure,Major pipeline maintenance reduces North Africa flows by 1500,moderate,2,0.929,144.3,Temporary but planned supply reduction,"[np.str_('US Gulf Coast'), np.str_('Middle East'), np.str_('North Sea')]",6,market_calibrated_advanced,0.95,True,False,200.0
2020-03-28 19:55:11,2020-03-28,inventory_report,China crude inventories show higher trend,moderate,2,0.496,70.5,Indicates demand trajectory in largest importer,[np.str_('Global')],2,market_calibrated_advanced,0.91,True,False,197.0
2020-03-29 02:17:39,2020-03-29,infrastructure,New pipeline capacity comes online in West Africa,low,1,0.5502,77.0,Improves supply chain efficiency,[np.str_('Middle East')],6,market_calibrated_advanced,0.76,True,True,160.0
2020-03-29 04:41:36,2020-03-29,production_policy,Non-OPEC production growth revised higher,high,3,1.0,282.2,Shifts market share expectations,"[np.str_('Middle East'), np.str_('Global')]",41,market_calibrated_advanced,0.88,True,False,200.0
2020-03-29 18:02:41,2020-03-29,infrastructure,Major pipeline maintenance reduces Middle East flows by 464,moderate,2,0.994,128.3,Temporary but planned supply reduction,[np.str_('US Gulf Coast')],2,market_calibrated_advanced,0.72,True,False,200.0
2020-03-30 02:55:29,2020-03-30,inventory_report,Floating storage levels lower off Latin America,high,3,0.653,94.3,Signal of market contango/backwardation,"[np.str_('Global'), np.str_('US Gulf Coast')]",1,market_calibrated_advanced,1.0,True,False,200.0
2020-03-30 07:18:37,2020-03-30,inventory_report,China crude inventories show higher trend,high,3,0.62,67.3,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",3,market_calibrated_advanced,0.85,True,False,200.0
2020-03-30 19:31:05,2020-03-30,production_policy,Non-OPEC production growth revised lower,high,3,1.0,73.9,Shifts market share expectations,"[np.str_('Global'), np.str_('Middle East')]",42,market_calibrated_advanced,0.76,True,False,200.0
2020-03-31 07:02:13,2020-03-31,trade_flow_disruption,Insurance premiums surge for Strait of Hormuz tanker transits,critical,4,1.0,263.0,"Increases shipping costs, may deter voyages",[np.str_('South China Sea')],15,market_calibrated_advanced,0.99,True,False,200.0
2020-03-31 22:13:55,2020-03-31,trade_flow_disruption,Port restrictions impact USA crude exports,high,3,0.5621,209.7,Physical supply bottleneck,[np.str_('Red Sea')],9,market_calibrated_advanced,0.86,True,True,160.0
2020-04-01 10:56:00,2020-04-01,geopolitical_tension,Energy security summit addresses Caspian Region supply concerns,moderate,2,0.5999,146.4,Coordinated response to supply risks,[np.str_('Global')],23,market_calibrated_advanced,0.79,True,True,160.0
2020-04-01 13:33:17,2020-04-01,geopolitical_tension,Trade negotiations impact US Gulf Coast energy imports,high,3,1.0,88.4,Trade policy uncertainty affects flows,"[np.str_('Middle East'), np.str_('Global'), np.str_('Asia Pacific')]",38,market_calibrated_advanced,0.92,True,False,200.0
2020-04-01 22:20:20,2020-04-01,inventory_report,EIA reports higher crude inventory of 1028M barrels,moderate,2,0.575,94.9,Weekly fundamental data point,[np.str_('Global')],3,market_calibrated_advanced,0.99,True,False,200.0
2020-04-02 01:15:08,2020-04-02,trade_flow_disruption,Insurance premiums surge for Strait of Hormuz tanker transits,critical,4,1.0,86.6,"Increases shipping costs, may deter voyages","[np.str_('Strait of Hormuz'), np.str_('Red Sea')]",11,market_calibrated_advanced,0.96,True,False,200.0
2020-04-04 04:05:06,2020-04-04,geopolitical_tension,Energy security summit addresses Global supply concerns,high,3,1.0,102.4,Coordinated response to supply risks,[np.str_('Middle East')],36,market_calibrated_advanced,0.92,True,False,200.0
2020-04-04 16:35:13,2020-04-04,production_policy,Non-OPEC production growth revised higher,high,3,1.0,257.6,Shifts market share expectations,"[np.str_('Global'), np.str_('Middle East')]",16,market_calibrated_advanced,0.92,True,False,200.0
2020-04-06 02:29:05,2020-04-06,trade_flow_disruption,Insurance premiums surge for Latin America tanker transits,high,3,0.6789999999999999,232.8,"Increases shipping costs, may deter voyages",[np.str_('Strait of Hormuz')],10,market_calibrated_advanced,0.95,True,True,160.0
